utterance_id,token_index,error_type,source_word,source_word_length,destination_word,destination_word_length
n000329-fn000847-118.5596-119.5071,1,substitution,hoef,4,toch,4
n000329-fn000847-118.5596-119.5071,2,substitution,je,2,ook,3
n000329-fn000847-1181.7612-1182.4444,0,substitution,de,2,dag,3
n000329-fn000847-1185.7672-1187.1647,1,substitution,brug,4,blog,4
n000329-fn000847-1187.6652-1190.1186,2,substitution,londen,6,landen,6
n000329-fn000847-1187.6652-1190.1186,3,substitution,toegaan,7,toegang,7
n000329-fn000847-119.5071-120.8568,3,substitution,veel,4,voor,4
n000329-fn000847-1190.1186-1192.1371,1,substitution,i,1,is,2
n000329-fn000847-1190.1186-1192.1371,4,insertion,<ins>,<ins>,er,2
n000329-fn000847-1192.1371-1194.1711,1,insertion,<ins>,<ins>,bloemen,7
n000329-fn000847-1192.1371-1194.1711,2,substitution,beroemde,8,de,2
n000329-fn000847-1195.4134-1196.3096,1,insertion,<ins>,<ins>,de,2
n000329-fn000847-1198.7009-1200.0518,2,deletion,lie,3,<del>,<del>
n000329-fn000847-1201.2809-1203.0330,0,substitution,ik,2,give,4
n000329-fn000847-1201.2809-1203.0330,1,substitution,wil,3,you,3
n000329-fn000847-1201.2809-1203.0330,2,substitution,lieve,5,a,1
n000329-fn000847-1201.2809-1203.0330,3,substitution,ik,2,leave,5
n000329-fn000847-1203.9957-1206.2162,0,substitution,bezoek,6,verzoek,7
n000329-fn000847-1208.1343-1209.1509,1,insertion,<ins>,<ins>,dan,3
n000329-fn000847-1209.1509-1210.9055,1,substitution,da,2,dag,3
n000329-fn000847-1228.9887-1230.2774,1,deletion,naar,4,<del>,<del>
n000329-fn000847-1232.9637-1234.9357,0,insertion,<ins>,<ins>,ja,2
n000329-fn000847-1232.9637-1234.9357,1,insertion,<ins>,<ins>,eens,4
n000329-fn000847-1232.9637-1234.9357,2,substitution,weleens,7,een,3
n000329-fn000847-1232.9637-1234.9357,4,substitution,uit,3,gehad,5
n000329-fn000847-1235.8518-1236.8766,1,insertion,<ins>,<ins>,de,2
n000329-fn000847-1241.0251-1242.4379,0,substitution,naar,4,na,2
n000329-fn000847-1245.9876-1248.6273,0,insertion,<ins>,<ins>,nee,3
n000329-fn000847-1245.9876-1248.6273,1,substitution,net,3,zo,2
n000329-fn000847-1245.9876-1248.6273,2,substitution,zoals,5,als,3
n000329-fn000847-1253.2700-1254.4394,0,insertion,<ins>,<ins>,ja,2
n000329-fn000847-1253.2700-1254.4394,1,substitution,er,2,um,2
n000329-fn000847-1257.1432-1259.2790,0,insertion,<ins>,<ins>,om,2
n000329-fn000847-1257.1432-1259.2790,1,insertion,<ins>,<ins>,dat,3
n000329-fn000847-1257.1432-1259.2790,2,substitution,omdat,5,ze,2
n000329-fn000847-1257.1432-1259.2790,5,deletion,mo,2,<del>,<del>
n000329-fn000847-1259.2790-1261.2532,1,substitution,mooi,4,mooie,5
n000329-fn000847-1261.2532-1262.1441,1,insertion,<ins>,<ins>,de,2
n000329-fn000847-1268.6036-1269.9856,0,substitution,rustige,7,lustiger,8
n000329-fn000847-1270.7300-1273.1057,1,substitution,me,2,de,2
n000329-fn000847-1270.7300-1273.1057,2,substitution,rustig,6,marrotische,11
n000329-fn000847-1270.7300-1273.1057,5,insertion,<ins>,<ins>,de,2
n000329-fn000847-1273.7268-1275.8434,1,deletion,mij,3,<del>,<del>
n000329-fn000847-1273.7268-1275.8434,2,substitution,vrienden,8,mijn,4
n000329-fn000847-1273.7268-1275.8434,3,substitution,'k,2,vriend,6
n000329-fn000847-1273.7268-1275.8434,7,substitution,mij,3,mijn,4
n000329-fn000847-1278.3195-1281.2341,1,substitution,da's,4,dat,3
n000329-fn000847-1278.3195-1281.2341,2,substitution,heel,4,is,2
n000329-fn000847-1278.3195-1281.2341,3,substitution,gezelg,6,een,3
n000329-fn000847-1287.9969-1289.4720,2,deletion,twee,4,<del>,<del>
n000329-fn000847-1287.9969-1289.4720,3,substitution,keer,4,zeker,5
n000329-fn000847-1297.0942-1297.9327,0,substitution,dan,3,dans,4
n000329-fn000847-1297.9327-1299.9896,3,insertion,<ins>,<ins>,het,3
n000329-fn000847-1302.9498-1304.0678,0,substitution,toe,3,toch,4
n000329-fn000847-1304.0678-1305.4962,0,insertion,<ins>,<ins>,bij,3
n000329-fn000847-1304.0678-1305.4962,1,substitution,bijvoorbeeld,12,voorbehoud,10
n000329-fn000847-1309.3562-1310.4277,0,substitution,flevoland,9,flavourland,11
n000329-fn000847-1310.4277-1313.0908,4,deletion,vli,3,<del>,<del>
n000329-fn000847-1310.4277-1313.0908,5,deletion,ung,3,<del>,<del>
n000329-fn000847-1313.0908-1314.7678,0,deletion,bijvoorbeeld,12,<del>,<del>
n000329-fn000847-1313.0908-1314.7678,1,substitution,het,3,bij,3
n000329-fn000847-1313.0908-1314.7678,2,substitution,zo,2,voorkeur,8
n000329-fn000847-1317.7180-1320.4180,2,insertion,<ins>,<ins>,een,3
n000329-fn000847-132.1367-134.6001,0,deletion,veel,4,<del>,<del>
n000329-fn000847-132.1367-134.6001,1,deletion,nederl,6,<del>,<del>
n000329-fn000847-132.1367-134.6001,6,deletion,ik,2,<del>,<del>
n000329-fn000847-1320.4180-1321.1944,1,insertion,<ins>,<ins>,de,2
n000329-fn000847-1322.3745-1323.3527,1,insertion,<ins>,<ins>,de,2
n000329-fn000847-1323.3527-1324.9987,1,insertion,<ins>,<ins>,en,2
n000329-fn000847-1324.9987-1327.0657,4,substitution,mij,3,mijn,4
n000329-fn000847-1327.0657-1328.5409,1,insertion,<ins>,<ins>,eh,2
n000329-fn000847-1328.5409-1330.3666,0,deletion,samen,5,<del>,<del>
n000329-fn000847-1328.5409-1330.3666,1,deletion,gaan,4,<del>,<del>
n000329-fn000847-1328.5409-1330.3666,2,substitution,en,2,samenhangen,11
n000329-fn000847-1330.3666-1331.9724,0,substitution,reizen,6,rijzen,6
n000329-fn000847-1330.3666-1331.9724,2,insertion,<ins>,<ins>,dan,3
n000329-fn000847-1331.9724-1334.0066,1,insertion,<ins>,<ins>,we,2
n000329-fn000847-1331.9724-1334.0066,2,substitution,is,2,in,2
n000329-fn000847-1331.9724-1334.0066,3,substitution,een,3,de,2
n000329-fn000847-1334.0066-1336.8045,3,substitution,'k,2,ik,2
n000329-fn000847-1336.8045-1338.1244,1,substitution,mij,3,mijn,4
n000329-fn000847-1338.1244-1340.8727,0,insertion,<ins>,<ins>,en,2
n000329-fn000847-134.6001-136.0156,2,substitution,toekomst,8,toetsen,7
n000329-fn000847-1340.8727-1342.0528,1,deletion,te,2,<del>,<del>
n000329-fn000847-1342.0528-1343.7480,2,substitution,dagen,5,daar,4
n000329-fn000847-1343.7480-1344.9437,1,deletion,dagen,5,<del>,<del>
n000329-fn000847-1343.7480-1344.9437,2,substitution,heb,3,dag,3
n000329-fn000847-1359.4102-1360.7301,1,insertion,<ins>,<ins>,ze,2
n000329-fn000847-136.0156-138.0342,3,deletion,veel,4,<del>,<del>
n000329-fn000847-136.0156-138.0342,4,deletion,ne,2,<del>,<del>
n000329-fn000847-1360.7301-1362.4506,0,substitution,eers,4,yes,3
n000329-fn000847-1363.5842-1364.5624,0,substitution,eerst,5,eerste,6
n000329-fn000847-1364.5624-1365.6648,0,substitution,wil,3,wel,3
n000329-fn000847-1366.4878-1368.0278,0,substitution,veel,4,film,4
n000329-fn000847-1368.0278-1370.3691,0,insertion,<ins>,<ins>,plaats,6
n000329-fn000847-1368.0278-1370.3691,1,substitution,plaatsen,8,of,2
n000329-fn000847-1368.0278-1370.3691,2,substitution,veel,4,je,2
n000329-fn000847-1370.8039-1373.5367,2,insertion,<ins>,<ins>,een,3
n000329-fn000847-1374.6392-1375.5709,1,insertion,<ins>,<ins>,de,2
n000329-fn000847-1378.5069-1379.6871,0,substitution,graag,5,klager,6
n000329-fn000847-1384.2317-1386.5142,3,deletion,te,2,<del>,<del>
n000329-fn000847-1386.5142-1389.0451,2,substitution,be,2,heb,3
n000329-fn000847-1386.5142-1389.0451,6,insertion,<ins>,<ins>,geld,4
n000329-fn000847-1386.5142-1389.0451,7,substitution,heel,4,de,2
n000329-fn000847-1386.5142-1389.0451,8,substitution,druk,4,loek,4
n000329-fn000847-1389.0451-1391.4208,1,substitution,druk,4,geluk,5
n000329-fn000847-1389.0451-1391.4208,4,substitution,afstudeer,9,afstuderen,10
n000329-fn000847-139.4006-140.4409,0,substitution,spreken,7,spelen,6
n000329-fn000847-1394.9001-1396.3596,0,substitution,word,4,wat,3
n000329-fn000847-1394.9001-1396.3596,1,substitution,i,1,heb,3
n000329-fn000847-1398.7352-1400.7072,0,deletion,naar,4,<del>,<del>
n000329-fn000847-1398.7352-1400.7072,1,deletion,eem,3,<del>,<del>
n000329-fn000847-1398.7352-1400.7072,2,substitution,ruggig,6,naam,4
n000329-fn000847-1400.7072-1403.5095,3,substitution,naar,4,daarna,6
n000329-fn000847-1404.1363-1405.2331,0,substitution,om,2,oma,3
n000329-fn000847-1405.2331-1406.8790,2,substitution,g,1,zeg,3
n000329-fn000847-1408.9130-1410.1553,0,deletion,dan,3,<del>,<del>
n000329-fn000847-1408.9130-1410.1553,1,substitution,kan,3,dank,4
n000329-fn000847-1408.9130-1410.1553,2,substitution,ik,2,u,1
n000329-fn000847-1410.1553-1412.2889,0,substitution,later,5,laat,4
n000329-fn000847-1410.1553-1412.2889,1,substitution,meer,4,me,2
n000329-fn000847-1429.3416-1430.9876,1,insertion,<ins>,<ins>,ze,2
n000329-fn000847-1434.3037-1435.4994,0,substitution,flevoland,9,flavourland,11
n000329-fn000847-1439.0274-1440.6112,0,deletion,naar,4,<del>,<del>
n000329-fn000847-1439.0274-1440.6112,1,deletion,daar,4,<del>,<del>
n000329-fn000847-1439.0274-1440.6112,2,substitution,te,2,nadat,5
n000329-fn000847-1447.5099-1449.4974,2,substitution,voor,4,van,3
n000329-fn000847-1447.5099-1449.4974,3,substitution,mij,3,mijn,4
n000329-fn000847-1449.4974-1450.8483,0,insertion,<ins>,<ins>,laat,4
n000329-fn000847-1449.4974-1450.8483,1,substitution,laten,5,het,3
n000329-fn000847-1455.6942-1457.6973,1,deletion,mij,3,<del>,<del>
n000329-fn000847-1455.6942-1457.6973,2,substitution,afst,4,mijn,4
n000329-fn000847-1457.6973-1460.3680,0,substitution,afstudeer,9,afstuderen,10
n000329-fn000847-1457.6973-1460.3680,1,substitution,vaak,4,vak,3
n000329-fn000847-1460.7656-1462.7842,2,substitution,i,1,ik,2
n000329-fn000847-1460.7656-1462.7842,4,substitution,één,3,een,3
n000329-fn000847-1470.6258-1471.9923,1,deletion,rust,4,<del>,<del>
n000329-fn000847-1470.6258-1471.9923,2,substitution,g,1,lust,4
n000329-fn000847-1473.6537-1475.6722,2,substitution,da,2,dat,3
n000329-fn000847-1475.6722-1477.2716,0,substitution,misschien,9,machine,7
n000329-fn000847-1475.6722-1477.2716,2,substitution,één,3,in,2
n000329-fn000847-1477.2716-1479.4406,0,substitution,één,3,een,3
n000329-fn000847-1509.1468-1510.6375,0,substitution,i,1,en,2
n000329-fn000847-1514.9361-1516.7062,0,deletion,e,1,<del>,<del>
n000329-fn000847-1514.9361-1516.7062,2,substitution,sp,2,ga,2
n000329-fn000847-1518.3366-1520.5996,3,substitution,bossen,6,bosjes,6
n000329-fn000847-1524.2737-1526.4320,2,substitution,leide,5,leiden,6
n000329-fn000847-1529.5219-1531.0526,0,deletion,is,2,<del>,<del>
n000329-fn000847-1529.5219-1531.0526,2,substitution,ik,2,ze,2
n000329-fn000847-1532.5369-1533.4841,1,substitution,keke,4,ga,2
n000329-fn000847-1537.9174-1538.9729,0,insertion,<ins>,<ins>,dat,3
n000329-fn000847-1537.9174-1538.9729,1,substitution,de,2,eh,2
n000329-fn000847-1538.9729-1541.2244,2,substitution,bossen,6,borsten,7
n000329-fn000847-1541.2244-1542.3580,0,substitution,heel,4,hier,4
n000329-fn000847-1542.3580-1543.6467,0,insertion,<ins>,<ins>,als,3
n000329-fn000847-1542.3580-1543.6467,1,insertion,<ins>,<ins>,die,3
n000329-fn000847-1542.3580-1543.6467,2,substitution,stil,4,er,2
n000329-fn000847-1546.1338-1548.1989,0,substitution,naar,4,na,2
n000329-fn000847-1546.1338-1548.1989,2,substitution,stemtj,6,stem,4
n000329-fn000847-1548.7578-1550.0156,0,substitution,stemtjes,8,stemmetjes,10
n000329-fn000847-1550.0156-1551.1915,0,substitution,stemmetjes,10,stemtjes,8
n000329-fn000847-1553.6371-1555.5003,1,insertion,<ins>,<ins>,de,2
n000329-fn000847-1556.6804-1558.4137,0,substitution,wind,4,vindt,5
n000329-fn000847-1559.8112-1562.4043,1,deletion,d,1,<del>,<del>
n000329-fn000847-157.2780-159.1568,0,deletion,yes,3,<del>,<del>
n000329-fn000847-157.2780-159.1568,1,substitution,the,3,eerste,6
n000329-fn000847-157.2780-159.1568,2,substitution,we,2,wil,3
n000329-fn000847-1574.0979-1575.0987,1,deletion,ja,2,<del>,<del>
n000329-fn000847-1588.1534-1589.9236,1,deletion,lie,3,<del>,<del>
n000329-fn000847-1588.1534-1589.9236,3,substitution,begien,6,begin,5
n000329-fn000847-1591.8024-1593.6916,1,substitution,film,4,veel,4
n000329-fn000847-1591.8024-1593.6916,2,substitution,te,2,moet,4
n000329-fn000847-1594.7629-1595.8964,0,substitution,er,2,even,4
n000329-fn000847-1594.7629-1595.8964,1,substitution,film,4,om,2
n000329-fn000847-1594.7629-1595.8964,2,substitution,de,2,te,2
n000329-fn000847-1595.8964-1597.2617,0,insertion,<ins>,<ins>,en,2
n000329-fn000847-1595.8964-1597.2617,1,insertion,<ins>,<ins>,dat,3
n000329-fn000847-1595.8964-1597.2617,2,substitution,omdat,5,ze,2
n000329-fn000847-1599.0629-1600.1342,1,insertion,<ins>,<ins>,ze,2
n000329-fn000847-160.3213-161.7622,2,substitution,i,1,is,2
n000329-fn000847-1603.4261-1604.1378,0,substitution,e,1,er,2
n000329-fn000847-1605.7512-1608.1594,2,insertion,<ins>,<ins>,vang,4
n000329-fn000847-1605.7512-1608.1594,3,substitution,van,3,veel,4
n000329-fn000847-1605.7512-1608.1594,4,substitution,film,4,maar,4
n000329-fn000847-1614.2904-1615.5015,0,substitution,elk,3,elke,4
n000329-fn000847-1615.5015-1617.1474,1,insertion,<ins>,<ins>,eigenlijk,9
n000329-fn000847-1615.5015-1617.1474,2,substitution,elk,3,weer,4
n000329-fn000847-1615.5015-1617.1474,3,substitution,wee,3,een,3
n000329-fn000847-1617.1474-1619.0821,0,substitution,in,2,een,3
n000329-fn000847-1617.1474-1619.0821,3,insertion,<ins>,<ins>,een,3
n000329-fn000847-1617.1474-1619.0821,4,substitution,iemand,6,maand,5
n000329-fn000847-1622.7311-1624.9599,0,insertion,<ins>,<ins>,dat,3
n000329-fn000847-1622.7311-1624.9599,1,insertion,<ins>,<ins>,is,2
n000329-fn000847-1622.7311-1624.9599,2,substitution,da's,4,een,3
n000329-fn000847-1622.7311-1624.9599,3,substitution,e,1,goed,4
n000329-fn000847-1622.7311-1624.9599,4,substitution,goede,5,en,2
n000329-fn000847-1622.7311-1624.9599,6,substitution,goede,5,goed,4
n000329-fn000847-1629.4008-1630.3169,1,insertion,<ins>,<ins>,de,2
n000329-fn000847-163.5012-164.5261,2,substitution,warm,4,waar,4
n000329-fn000847-1630.3169-1632.0787,1,substitution,dan,3,dank,4
n000329-fn000847-1630.3169-1632.0787,2,substitution,ke,2,je,2
n000329-fn000847-1642.1794-1643.0490,2,substitution,niet,4,het,3
n000329-fn000847-1650.6332-1652.2472,2,substitution,'s,2,ze,2
n000329-fn000847-1650.6332-1652.2472,3,substitution,heel,4,een,3
n000329-fn000847-1650.6332-1652.2472,4,substitution,mooi,4,mooie,5
n000329-fn000847-1652.2472-1653.3807,1,insertion,<ins>,<ins>,ze,2
n000329-fn000847-1653.3807-1654.4987,2,substitution,'n,2,een,3
n000329-fn000847-1655.8096-1657.5577,2,substitution,naar,4,na,2
n000329-fn000847-1659.8812-1660.7327,0,insertion,<ins>,<ins>,ga,2
n000329-fn000847-1659.8812-1660.7327,1,substitution,gewees,6,weg,3
n000329-fn000847-1662.2289-1663.4991,0,deletion,tijd,4,<del>,<del>
n000329-fn000847-1668.6592-1669.7772,0,insertion,<ins>,<ins>,um,2
n000329-fn000847-1668.6592-1669.7772,1,substitution,om,2,eh,2
n000329-fn000847-1669.7772-1671.0971,0,substitution,vorige,6,een,3
n000329-fn000847-1669.7772-1671.0971,1,substitution,keer,4,vorkje,6
n000329-fn000847-1671.0971-1672.3082,0,substitution,vorige,6,voor,4
n000329-fn000847-1671.0971-1672.3082,1,substitution,keer,4,welke,5
n000329-fn000847-1672.3082-1674.0196,2,deletion,over,4,<del>,<del>
n000329-fn000847-1674.4073-1676.6847,1,insertion,<ins>,<ins>,je,2
n000329-fn000847-1674.4073-1676.6847,2,insertion,<ins>,<ins>,een,3
n000329-fn000847-1674.4073-1676.6847,3,substitution,ik,2,keer,4
n000329-fn000847-1674.4073-1676.6847,6,substitution,decaan,6,dokter,6
n000329-fn000847-1679.2439-1681.3847,0,substitution,één,3,in,2
n000329-fn000847-1679.2439-1681.3847,1,substitution,vriend,6,flint,5
n000329-fn000847-1681.3847-1682.5452,0,substitution,mij,3,mijn,4
n000329-fn000847-1683.8341-1685.6818,1,deletion,part,4,<del>,<del>
n000329-fn000847-1686.2408-1687.2812,0,substitution,feest,5,affeest,7
n000329-fn000847-1688.9472-1691.0912,0,substitution,da,2,daar,4
n000329-fn000847-1688.9472-1691.0912,2,substitution,'k,2,ik,2
n000329-fn000847-169.5431-171.1114,0,deletion,n,1,<del>,<del>
n000329-fn000847-1691.0912-1692.1471,0,substitution,om,2,oma,3
n000329-fn000847-1695.0042-1696.6479,0,deletion,te,2,<del>,<del>
n000329-fn000847-1695.0042-1696.6479,3,insertion,<ins>,<ins>,de,2
n000329-fn000847-1696.6479-1697.4088,1,insertion,<ins>,<ins>,eh,2
n000329-fn000847-1699.3031-1701.0578,1,substitution,dat,3,dit,3
n000329-fn000847-1702.6095-1703.3703,0,deletion,ge,2,<del>,<del>
n000329-fn000847-1702.6095-1703.3703,1,deletion,ge,2,<del>,<del>
n000329-fn000847-1703.3703-1704.8609,0,insertion,<ins>,<ins>,het,3
n000329-fn000847-1703.3703-1704.8609,1,insertion,<ins>,<ins>,is,2
n000329-fn000847-1703.3703-1704.8609,2,substitution,ge,2,een,3
n000329-fn000847-1704.8609-1706.9261,1,deletion,hi,2,<del>,<del>
n000329-fn000847-1704.8609-1706.9261,4,substitution,veel,4,voor,4
n000329-fn000847-1706.9261-1708.1838,0,deletion,gegeten,7,<del>,<del>
n000329-fn000847-1706.9261-1708.1838,1,substitution,en,2,vergeten,8
n000329-fn000847-1709.7119-1710.7366,0,substitution,gepraat,7,geplaatst,9
n000329-fn000847-171.1114-172.6641,1,deletion,londen,6,<del>,<del>
n000329-fn000847-171.1114-172.6641,2,substitution,'s,2,londens,7
n000329-fn000847-1710.7366-1711.8390,0,substitution,dus,3,dat,3
n000329-fn000847-1710.7366-1711.8390,3,insertion,<ins>,<ins>,lekker,6
n000329-fn000847-1720.5163-1722.1154,3,insertion,<ins>,<ins>,of,2
n000329-fn000847-1720.5163-1722.1154,4,substitution,over,4,wat,3
n000329-fn000847-1722.1154-1724.2474,0,deletion,twee,4,<del>,<del>
n000329-fn000847-1722.1154-1724.2474,1,deletion,we,2,<del>,<del>
n000329-fn000847-1726.0064-1727.3573,0,deletion,hoop,4,<del>,<del>
n000329-fn000847-1726.0064-1727.3573,1,deletion,m,1,<del>,<del>
n000329-fn000847-1726.0064-1727.3573,2,substitution,wil,3,hopelijk,8
n000329-fn000847-1729.1004-1730.4824,0,substitution,feest,5,face,4
n000329-fn000847-1733.7026-1735.4106,0,deletion,voor,4,<del>,<del>
n000329-fn000847-1733.7026-1735.4106,1,substitution,van,3,voorvang,8
n000329-fn000847-1736.9012-1738.7180,2,insertion,<ins>,<ins>,zeg,3
n000329-fn000847-1736.9012-1738.7180,3,substitution,zegge,5,je,2
n000329-fn000847-1741.6789-1743.0607,0,substitution,aflonderg,9,afgelopen,9
n000329-fn000847-1745.6383-1746.6321,0,deletion,huh,3,<del>,<del>
n000329-fn000847-1746.6321-1748.0162,1,substitution,gaan,4,kan,3
n000329-fn000847-1746.6321-1748.0162,2,substitution,tot,3,dat,3
n000329-fn000847-1748.0162-1750.0191,1,insertion,<ins>,<ins>,ze,2
n000329-fn000847-175.7231-177.6528,1,substitution,die,3,de,2
n000329-fn000847-175.7231-177.6528,3,deletion,z,1,<del>,<del>
n000329-fn000847-1750.0191-1751.2302,0,substitution,zou,3,ga,2
n000329-fn000847-1750.0191-1751.2302,2,substitution,mij,3,mijn,4
n000329-fn000847-1751.2302-1752.6123,0,insertion,<ins>,<ins>,stuur,5
n000329-fn000847-1751.2302-1752.6123,1,insertion,<ins>,<ins>,die,3
n000329-fn000847-1751.2302-1752.6123,2,substitution,studie,6,af,2
n000329-fn000847-1751.2302-1752.6123,3,substitution,afmaken,7,marco,5
n000329-fn000847-1753.1091-1754.3522,1,insertion,<ins>,<ins>,dan,3
n000329-fn000847-1753.1091-1754.3522,2,substitution,da,2,daar,4
n000329-fn000847-1756.0447-1758.3117,0,substitution,groot,5,grote,5
n000329-fn000847-1756.0447-1758.3117,1,substitution,feest,5,feesten,7
n000329-fn000847-1756.0447-1758.3117,3,substitution,mij,3,mijn,4
n000329-fn000847-1771.2649-1772.4295,0,substitution,ja,2,yeah,4
n000329-fn000847-1783.3790-1784.4349,1,insertion,<ins>,<ins>,de,2
n000329-fn000847-1788.7506-1791.2350,0,deletion,s,1,<del>,<del>
n000329-fn000847-179.2986-180.7426,1,substitution,ze,2,de,2
n000329-fn000847-179.2986-180.7426,2,substitution,kunnen,6,koning,6
n000329-fn000847-1793.5331-1794.1056,0,substitution,zetten,6,zitten,6
n000329-fn000847-1795.3682-1796.3218,1,insertion,<ins>,<ins>,de,2
n000329-fn000847-1797.9302-1798.9706,1,insertion,<ins>,<ins>,de,2
n000329-fn000847-181.3482-183.0873,1,substitution,je,2,u,1
n000329-fn000847-1810.7429-1813.6775,1,substitution,denke,5,denk,4
n000329-fn000847-1810.7429-1813.6775,4,substitution,chine,5,een,3
n000329-fn000847-1810.7429-1813.6775,7,deletion,dus,3,<del>,<del>
n000329-fn000847-1814.1379-1815.4267,1,substitution,vin,3,vind,4
n000329-fn000847-1815.4267-1817.2434,0,deletion,we,2,<del>,<del>
n000329-fn000847-1815.4267-1817.2434,1,substitution,vinde,5,vind,4
n000329-fn000847-1827.1214-1828.7297,4,deletion,ge,2,<del>,<del>
n000329-fn000847-183.0873-184.9661,1,deletion,be,2,<del>,<del>
n000329-fn000847-1831.0253-1832.8182,3,deletion,je,2,<del>,<del>
n000329-fn000847-1835.8835-1837.9797,2,insertion,<ins>,<ins>,vind,4
n000329-fn000847-1835.8835-1837.9797,3,substitution,vinde,5,de,2
n000329-fn000847-1835.8835-1837.9797,4,substitution,geld,4,helft,5
n000329-fn000847-1838.4611-1839.8742,0,deletion,'t,2,<del>,<del>
n000329-fn000847-1838.4611-1839.8742,1,deletion,geld,4,<del>,<del>
n000329-fn000847-1849.5321-1852.2026,2,deletion,chinese,7,<del>,<del>
n000329-fn000847-1849.5321-1852.2026,4,deletion,dunno,5,<del>,<del>
n000329-fn000847-1849.5321-1852.2026,5,deletion,wil,3,<del>,<del>
n000329-fn000847-1856.0925-1858.0047,0,deletion,en,2,<del>,<del>
n000329-fn000847-1856.0925-1858.0047,2,deletion,nederlandse,11,<del>,<del>
n000329-fn000847-1856.0925-1858.0047,3,substitution,gerechten,9,nederlands,10
n000329-fn000847-1859.8528-1860.9706,0,insertion,<ins>,<ins>,ik,2
n000329-fn000847-1859.8528-1860.9706,1,insertion,<ins>,<ins>,vind,4
n000329-fn000847-1859.8528-1860.9706,2,substitution,vinde,5,het,3
n000329-fn000847-1859.8528-1860.9706,3,substitution,dat,3,altijd,6
n000329-fn000847-186.5517-188.4150,0,insertion,<ins>,<ins>,het,3
n000329-fn000847-186.5517-188.4150,1,substitution,iets,4,is,2
n000329-fn000847-186.5517-188.4150,3,substitution,begrijpt,8,prijpt,6
n000329-fn000847-1869.2403-1870.5448,1,deletion,'s,2,<del>,<del>
n000329-fn000847-1869.2403-1870.5448,2,substitution,een,3,zijn,4
n000329-fn000847-1869.2403-1870.5448,4,substitution,vraag,5,vlag,4
n000329-fn000847-1873.1532-1873.8054,1,insertion,<ins>,<ins>,eh,2
n000329-fn000847-1874.4421-1876.3040,3,deletion,r,1,<del>,<del>
n000329-fn000847-1874.4421-1876.3040,4,substitution,chinees,7,chinese,7
n000329-fn000847-1876.3040-1878.3763,0,substitution,restaurants,11,westerland,10
n000329-fn000847-1878.8265-1879.6806,0,substitution,iets,4,it's,4
n000329-fn000847-1878.8265-1879.6806,1,substitution,te,2,the,3
n000329-fn000847-188.7539-189.6262,0,substitution,en,2,um,2
n000329-fn000847-1884.5795-1885.8826,1,insertion,<ins>,<ins>,chinees,7
n000329-fn000847-1884.5795-1885.8826,2,substitution,chinese,7,krijgt,6
n000329-fn000847-1884.5795-1885.8826,3,substitution,gerechten,9,hem,3
n000329-fn000847-1885.8826-1887.5920,2,substitution,chinese,7,chinees,7
n000329-fn000847-1885.8826-1887.5920,3,substitution,restaurants,11,restaurant,10
n000329-fn000847-1885.8826-1887.5920,5,substitution,nederlands,10,nederland,9
n000329-fn000847-1891.2749-1893.9301,0,deletion,het,3,<del>,<del>
n000329-fn000847-1896.8286-1897.8534,0,insertion,<ins>,<ins>,maar,4
n000329-fn000847-1896.8286-1897.8534,1,substitution,mezelf,6,zelf,4
n000329-fn000847-1896.8286-1897.8534,2,substitution,koken,5,ook,3
n000329-fn000847-1908.0082-1910.0733,0,insertion,<ins>,<ins>,my,2
n000329-fn000847-1908.0082-1910.0733,1,substitution,omdat,5,god,3
n000329-fn000847-1908.0082-1910.0733,3,substitution,ch,2,is,2
n000329-fn000847-1908.0082-1910.0733,5,substitution,ben,3,man,3
n000329-fn000847-191.1634-192.7161,1,deletion,pt,2,<del>,<del>
n000329-fn000847-191.1634-192.7161,3,substitution,derde,5,de,2
n000329-fn000847-193.2283-195.7903,0,deletion,wil,3,<del>,<del>
n000329-fn000847-200.0139-202.1410,0,insertion,<ins>,<ins>,de,2
n000329-fn000847-200.0139-202.1410,4,deletion,ze,2,<del>,<del>
n000329-fn000847-202.1410-203.7407,2,deletion,ger,3,<del>,<del>
n000329-fn000847-204.4083-206.2251,0,deletion,de,2,<del>,<del>
n000329-fn000847-204.4083-206.2251,1,deletion,wink,4,<del>,<del>
n000329-fn000847-208.4456-210.8508,3,substitution,veel,4,vier,4
n000329-fn000847-208.4456-210.8508,4,substitution,geld,4,geurtjes,8
n000329-fn000847-212.5629-213.5411,1,insertion,<ins>,<ins>,de,2
n000329-fn000847-220.0491-222.3784,0,substitution,er,2,ja,2
n000329-fn000847-220.0491-222.3784,3,substitution,beroemde,8,bloeiende,9
n000329-fn000847-222.3784-224.9713,1,deletion,kun,3,<del>,<del>
n000329-fn000847-222.3784-224.9713,5,deletion,daar,4,<del>,<del>
n000329-fn000847-222.3784-224.9713,6,substitution,om,2,daarom,6
n000329-fn000847-224.9713-227.3071,0,insertion,<ins>,<ins>,een,3
n000329-fn000847-239.1254-241.5631,0,substitution,eerst,5,eerste,6
n000329-fn000847-241.5631-242.6536,0,substitution,naar,4,na,2
n000329-fn000847-243.9579-244.9673,0,substitution,om,2,een,3
n000329-fn000847-243.9579-244.9673,1,substitution,pezoeken,8,puzzel,6
n000329-fn000847-244.9673-246.9238,1,insertion,<ins>,<ins>,hij,3
n000329-fn000847-244.9673-246.9238,3,deletion,is,2,<del>,<del>
